Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0,6.0,3,22.0,2.0,3,1,2,1,25.0,0.0,1.0,2.0,153.68,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,9.0,1,32.0,3.0,3,3,7,0,14.0,1.0,1.0,2.0,153.47,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,17.0,2,6.0,2.0,3,1,5,1,18.0,2.0,2.0,2.0,131.95,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0.0,1,14.0,3.0,4,3,2,1,11.0,1.0,1.0,2.0,139.89,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,11.0,1,10.0,2.0,3,3,8,0,19.0,0.0,1.0,0.0,133.06,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,26.0,1,30.0,2.0,1,1,4,0,15.0,0.0,1.0,2.0,170.05,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,11.0,3,14.0,3.0,3,3,3,1,11.0,4.0,7.0,7.0,126.55000000000001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,9.0,1,8.0,3.0,3,4,2,0,12.0,1.0,1.0,0.0,113.93,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0.0,1,14.0,3.0,3,1,2,0,20.0,5.0,5.0,7.0,125.69999999999999,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,28.0,1,28.0,3.0,4,4,6,0,12.0,1.0,1.0,2.0,135.37,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,7.0,1,11.0,2.0,4,1,2,0,14.0,4.0,4.0,13.0,139.86,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,30.0,1,6.0,3.0,5,1,4,0,20.0,0.0,1.0,0.0,208.82999999999998,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,9.0,1,27.0,3.0,1,4,2,0,18.0,2.0,2.0,13.0,120.28,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,10.0,3,6.0,2.0,5,1,2,0,14.0,0.0,1.0,3.0,195.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,7.0,1,25.0,3.0,4,1,2,0,12.0,3.0,8.0,7.0,129.29,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,9.0,3,13.0,2.0,3,1,2,1,21.0,1.0,1.0,2.0,122.75,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,17.0,1,8.0,3.0,1,1,2,1,19.0,6.0,6.0,7.0,178.79,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,8.0,1,8.0,3.0,4,1,1,1,14.0,1.0,1.0,4.0,149.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,16.0,3,8.0,3.0,3,1,2,1,17.0,0.0,8.0,8.0,178.47,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.0,1,15.0,3.0,1,3,2,0,16.0,0.0,1.0,4.0,144.01,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,14.0,3,12.0,2.0,3,3,2,0,12.0,6.0,8.0,7.0,192.41,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,2.0,1,15.0,3.0,3,3,10,0,17.0,1.0,1.0,2.0,129.74,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,9.0,3,8.0,2.0,3,1,4,0,15.0,3.0,6.0,7.0,145.02,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,18.0,1,6.0,3.0,4,3,4,0,23.0,3.0,14.0,4.0,207.48000000000002,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,9.0,2,28.0,2.0,5,3,2,0,11.0,0.0,1.0,0.0,115.55000000000001,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1,10.0,3,15.0,2.0,5,3,8,0,11.0,1.0,14.0,3.0,229.36,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,9.0,1,23.0,3.0,5,3,2,0,15.0,0.0,1.0,2.0,123.05000000000001,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,18.0,1,34.0,2.0,4,4,2,0,11.0,1.0,8.0,6.0,267.04,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,5.0,1,16.0,2.0,3,3,7,0,13.0,0.0,1.0,3.0,134.33,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,4.0,1,8.0,3.0,3,3,2,0,14.0,0.0,1.0,3.0,134.77,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,14.0,2,10.0,2.0,5,4,7,0,19.0,0.0,1.0,2.0,164.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,13.0,1,14.0,3.0,3,5,3,1,16.0,0.0,1.0,0.0,165.16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.0,1,35.0,3.0,3,5,2,0,13.0,1.0,1.0,2.0,139.07,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,19.0,1,19.0,2.0,3,4,7,0,14.0,1.0,1.0,9.0,155.62,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,8.0,1,33.0,2.0,3,3,3,0,16.0,0.0,1.0,7.0,168.83,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,3.0,1,22.0,3.0,3,1,2,0,12.0,0.0,1.0,8.0,128.62,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,20.0,3,8.0,2.0,3,4,8,0,11.0,0.0,1.0,0.0,149.78,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,19.0,3,8.0,3.0,3,1,5,1,12.0,0.0,1.0,3.0,203.68,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0.0,3,19.0,3.0,4,5,6,1,13.0,2.0,2.0,2.0,161.34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0.0,3,6.0,2.0,5,4,7,0,15.0,0.0,1.0,0.0,167.35,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0.0,1,10.0,2.0,3,4,2,0,13.0,1.0,1.0,2.0,132.95,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,4.0,1,30.0,1.0,3,1,3,0,20.0,1.0,1.0,4.0,152.38,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,12.0,1,6.0,3.0,3,1,2,1,15.0,3.0,5.0,8.0,164.72,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,5.0,3,25.0,3.0,5,3,4,0,13.0,1.0,1.0,2.0,196.1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,13.0,3,13.0,2.0,3,4,2,0,15.0,1.0,12.0,8.0,298.33,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,18.0,2,10.0,2.0,5,3,5,0,21.0,1.0,1.0,3.0,197.56,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,3.0,1,8.0,3.0,4,5,1,0,16.0,0.0,1.0,7.0,149.68,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,9.0,2,16.0,2.0,3,1,1,0,14.0,1.0,2.0,1.0,121.44999999999999,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,9.0,2,14.0,3.0,4,1,7,0,11.0,1.0,1.0,2.0,121.80000000000001,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0,4.0,3,11.0,2.0,3,3,2,0,19.0,0.0,1.0,2.0,183.46,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.0,1,14.0,3.0,3,1,2,0,11.0,1.0,1.0,4.0,134.45,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0.0,3,15.0,3.0,5,4,2,0,13.0,1.0,2.0,2.0,127.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,2.0,1,6.0,3.0,1,3,9,1,12.0,0.0,1.0,2.0,162.94,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,3.0,3,21.0,3.0,4,5,3,0,11.0,0.0,1.0,7.0,171.4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
0,7.0,1,8.0,3.0,1,1,1,1,14.0,0.0,1.0,2.0,129.32,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,6.0,3,8.0,3.0,3,4,9,0,15.0,0.0,1.0,7.0,151.47,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,22.0,3,17.0,3.0,3,1,4,0,12.0,0.0,1.0,4.0,145.07,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,0.0,3,22.0,3.0,3,5,3,1,20.0,0.0,1.0,0.0,185.64,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,11.0,1,14.0,3.0,4,4,5,0,14.0,0.0,1.0,5.0,124.68,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0.0,3,22.0,3.0,3,3,3,0,13.0,1.0,1.0,0.0,181.61,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
0,9.0,1,10.0,3.0,4,5,2,0,13.0,0.0,1.0,0.0,121.09,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0.0,1,22.0,2.0,1,3,4,0,16.0,1.0,1.0,7.0,152.94,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,5.0,1,11.0,3.0,3,4,3,0,14.0,1.0,1.0,7.0,127.18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,11.0,1,24.0,2.0,5,1,4,1,16.0,0.0,1.0,0.0,158.11,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,6.0,1,14.0,2.0,4,3,10,1,16.0,1.0,1.0,0.0,124.37,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,15.0,1,18.0,3.0,3,4,9,0,22.0,1.0,1.0,4.0,127.66,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,28.0,1,8.0,2.0,4,5,9,0,12.0,1.0,1.0,0.0,290.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,6.0,1,10.0,3.0,3,4,6,0,15.0,0.0,1.0,7.0,130.55,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,9.0,1,15.0,3.0,3,5,2,0,20.0,1.0,1.0,4.0,122.88999999999999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,7.0,3,16.0,2.0,3,3,2,1,14.0,1.0,1.0,7.0,140.01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,26.0,1,6.0,2.0,4,3,5,1,20.0,0.0,1.0,3.0,229.64999999999998,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,16.0,2,8.0,3.0,3,1,1,0,13.0,0.0,1.0,8.0,135.39,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,7.0,3,9.0,2.0,5,1,6,0,12.0,1.0,2.0,2.0,160.29,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.0,3,13.0,3.0,3,4,2,0,13.0,1.0,1.0,0.0,126.78999999999999,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,11.0,1,12.0,2.0,4,3,2,0,11.0,0.0,1.0,4.0,137.02,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1,0.0,1,14.0,3.0,3,5,2,1,17.0,0.0,1.0,0.0,123.97999999999999,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,4.0,3,35.0,3.0,4,1,2,0,14.0,2.0,5.0,7.0,154.68,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,24.0,1,9.0,2.0,3,3,3,0,11.0,2.0,2.0,3.0,231.16000000000003,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,10.0,3,15.0,2.0,4,4,2,0,14.0,0.0,1.0,3.0,141.89,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,19.0,1,8.0,2.0,3,1,8,1,15.0,1.0,2.0,2.0,293.28,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,9.0,1,16.0,2.0,3,5,8,1,13.0,1.0,5.0,7.0,183.21,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,7.0,1,14.0,2.0,3,4,2,1,12.0,1.0,2.0,3.0,123.41999999999999,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,10.0,2,14.0,2.0,3,4,3,0,13.0,4.0,4.0,7.0,140.71,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0.0,3,33.0,2.0,3,1,2,1,18.0,0.0,7.0,7.0,158.13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,6.0,1,14.0,3.0,1,5,7,0,19.0,6.0,7.0,6.0,131.43,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,9.0,1,6.0,2.0,3,1,2,0,11.0,0.0,1.0,3.0,120.44,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,12.0,1,16.0,3.0,3,3,8,0,21.0,2.0,2.0,2.0,234.64,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,19.0,3,32.0,3.0,4,4,9,0,15.0,2.0,2.0,2.0,179.91,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,13.0,1,8.0,2.0,3,5,5,0,17.0,1.0,1.0,2.0,133.77,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,15.0,1,19.0,3.0,1,5,6,0,18.0,1.0,1.0,0.0,155.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,8.0,1,8.0,2.0,3,1,3,0,14.0,0.0,1.0,7.0,157.62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,11.0,2,14.0,3.0,3,4,6,0,13.0,3.0,3.0,8.0,125.91999999999999,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0.0,1,15.0,3.0,3,5,5,0,17.0,0.0,1.0,7.0,153.46,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.0,1,16.0,2.0,3,5,2,0,15.0,0.0,1.0,8.0,142.13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,12.0,3,26.0,2.0,3,1,3,0,18.0,1.0,2.0,2.0,141.27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,16.0,1,14.0,2.0,3,3,5,0,13.0,0.0,1.0,2.0,124.38,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,14.0,1,11.0,2.0,1,4,4,0,12.0,1.0,1.0,2.0,168.7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,14.0,3,10.0,2.0,3,3,1,1,13.0,0.0,13.0,5.0,204.47,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,3.0,1,16.0,3.0,3,3,10,0,14.0,0.0,1.0,2.0,196.67,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,9.0,2,26.0,3.0,3,4,1,1,11.0,0.0,1.0,4.0,121.47999999999999,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,9.0,1,27.0,3.0,3,4,5,0,22.0,1.0,3.0,7.0,189.26,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,13.0,1,6.0,2.0,3,1,5,0,17.0,0.0,1.0,3.0,165.13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,7.0,3,14.0,3.0,1,3,2,0,21.0,0.0,4.0,8.0,167.99,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,30.0,3,8.0,2.0,3,4,5,0,22.0,10.0,14.0,14.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,8.0,1,29.0,3.0,5,3,1,0,16.0,1.0,1.0,3.0,127.05000000000001,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,20.0,1,10.0,3.0,4,4,9,1,12.0,2.0,14.0,10.0,203.33,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,13.0,1,18.0,2.0,3,5,3,0,12.0,7.0,7.0,7.0,144.48,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,27.0,1,13.0,3.0,3,1,5,0,15.0,1.0,1.0,7.0,168.54,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4.0,3,13.0,3.0,3,5,3,0,14.0,2.0,2.0,2.0,196.37,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.0,1,6.0,3.0,3,5,2,0,25.0,1.0,1.0,2.0,135.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,11.0,3,8.0,3.0,5,1,3,1,20.0,0.0,1.0,3.0,154.05,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0.0,3,16.0,2.0,3,1,2,0,13.0,0.0,1.0,2.0,146.84,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,30.0,1,21.0,2.0,3,3,3,1,14.0,1.0,2.0,2.0,257.87,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,9.0,1,20.0,2.0,3,3,2,0,16.0,1.0,1.0,0.0,115.13999999999999,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0.0,2,24.0,3.0,1,5,1,0,17.0,1.0,1.0,0.0,129.56,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0.0,2,14.0,2.0,4,5,5,1,15.0,1.0,2.0,0.0,123.35,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,18.0,3,8.0,3.0,3,3,5,0,22.0,3.0,5.0,7.0,151.54,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,9.0,1,8.0,3.0,3,4,5,1,22.0,0.0,1.0,0.0,169.62,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,16.0,3,8.0,3.0,3,1,2,0,20.0,5.0,7.0,7.0,156.75,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0.0,1,14.0,2.0,3,1,1,1,14.0,1.0,1.0,2.0,123.78999999999999,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,2.0,1,26.0,2.0,3,1,2,0,13.0,1.0,3.0,10.0,138.12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,5.0,3,16.0,3.0,3,1,9,0,13.0,1.0,1.0,0.0,146.48,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,15.0,1,16.0,3.0,3,3,4,0,22.0,1.0,3.0,3.0,129.36,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,9.0,1,15.0,3.0,3,3,5,0,12.0,1.0,2.0,0.0,121.05000000000001,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,19.0,1,8.0,2.0,3,1,4,0,14.0,1.0,4.0,7.0,185.78,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,1.0,2,6.0,3.0,3,1,2,0,15.0,0.0,2.0,2.0,127.06,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2.0,1,35.0,3.0,5,3,9,0,17.0,1.0,1.0,6.0,163.84,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,15.0,1,14.0,2.0,3,3,5,0,13.0,1.0,1.0,0.0,139.68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0.0,3,8.0,2.0,4,4,8,1,12.0,2.0,2.0,2.0,199.07,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,19.0,3,9.0,2.0,1,5,3,0,12.0,1.0,2.0,8.0,232.25,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.0,3,29.0,2.0,4,3,2,0,21.0,4.0,5.0,8.0,135.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,2.0,2,12.0,3.0,4,4,2,0,11.0,1.0,1.0,0.0,128.04,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,16.0,1,12.0,2.0,4,3,8,0,15.0,3.0,6.0,14.0,293.92,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,21.0,1,16.0,3.0,4,4,5,0,15.0,3.0,12.0,9.0,296.65,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0.0,1,14.0,3.0,4,1,2,1,24.0,1.0,1.0,0.0,124.38999999999999,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,9.0,3,16.0,3.0,3,4,6,0,21.0,0.0,1.0,7.0,173.14,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.0,1,21.0,3.0,4,5,1,0,19.0,7.0,7.0,3.0,147.74,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,12.0,1,25.0,2.0,3,1,9,0,14.0,1.0,2.0,2.0,139.02,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,28.0,1,8.0,3.0,4,1,9,0,20.0,0.0,1.0,4.0,126.62,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1.0,3,9.0,3.0,3,4,2,0,19.0,1.0,1.0,0.0,128.56,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0.0,3,15.0,2.0,3,1,2,0,13.0,0.0,1.0,0.0,110.81,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0.0,1,14.0,3.0,3,4,2,1,23.0,1.0,1.0,0.0,124.72,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,9.0,3,16.0,3.0,4,3,2,1,13.0,1.0,1.0,7.0,156.73,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4.0,1,26.0,2.0,3,3,2,0,11.0,0.0,1.0,2.0,141.97,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,7.0,3,10.0,3.0,3,1,3,1,13.0,0.0,1.0,0.0,197.13,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,9.0,1,13.0,2.0,3,5,4,0,14.0,0.0,1.0,2.0,120.62,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,10.0,1,13.0,3.0,3,5,6,1,22.0,0.0,1.0,4.0,142.84,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,8.0,1,22.0,2.0,4,4,1,1,11.0,1.0,1.0,2.0,147.88,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,18.0,1,31.0,3.0,4,1,1,0,13.0,0.0,3.0,8.0,159.06,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,9.0,2,8.0,3.0,4,1,2,0,21.0,1.0,1.0,8.0,138.86,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0,13.0,1,6.0,3.0,3,5,3,0,11.0,1.0,11.0,16.0,268.23,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.0,1,6.0,3.0,4,3,2,1,13.0,0.0,1.0,0.0,129.33,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0.0,3,8.0,2.0,1,3,1,0,14.0,0.0,1.0,7.0,165.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,21.0,1,28.0,2.0,3,1,4,0,11.0,1.0,4.0,7.0,271.74,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,17.0,1,6.0,3.0,1,5,3,0,15.0,2.0,2.0,2.0,150.33,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,9.0,1,22.0,2.0,5,5,2,1,23.0,3.0,3.0,0.0,123.07,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
